holding_code,type,sector,symbol
KOREAEQ C/A BAY,Stock (TH),Financial Services,BAY
WE-MONYRMF C/A BAY,Stock (TH),Financial Services,BAY
WE-PLAY C/A BAY,Stock (TH),Financial Services,BAY
WE-OSHOP C/A BAY,Stock (TH),Financial Services,BAY
MA US,Stock (US),Financial Services,MA
RARE C/A BA,Stock (US),Financial Services,BKAYY
TAIWANEQ C/A BAY,Stock (TH),Financial Services,BAY
EWT US,Stock (US),Financial Services,BLK
USEQG C/A BAY,Stock (TH),Financial Services,BAY
USTBILL C/A BAY,Stock (TH),Financial Services,BAY
SGOV US,Stock (US),Financial Services,BLK
KIMVGIU LX,Stock (US),Real Estate,KIM
REET US,Stock (US),Financial Services,BLK
WE-XPROP C/A BAY,Stock (TH),Financial Services,BAY
FEHT SP,Stock (US),Financial Services,DBSDF
FEHT SP,Stock (US),Financial Services,DBSDF
WGG C/A BA,Stock (US),Financial Services,BKAYY
EWY US,Stock (US),Financial Services,BLK
DCAF C/A BAY,Stock (TH),Financial Services,BAY
DCAF C/A BAY,Stock (TH),Financial Services,BAY
INGEHYC,Stock (US),Financial Services,ING
SAKBANKT,Stock (TH),Financial Services,KBANK
SAKBUSDT,Stock (US),Financial Services,KPCPF
SAKBANKT,Stock (TH),Financial Services,KBANK
SAKBUSDT,Stock (US),Financial Services,KPCPF
KBANK - S/A,Stock (TH),Financial Services,KBANK
SAKBANK,Stock (TH),Financial Services,KBANK
BANK DEP FCD-USD-ALPHAB,Stock (US),Financial Services,KPCPF
BAY - C/A,Stock (TH),Financial Services,BAY
BAY - S/A,Stock (TH),Financial Services,BAY
SAKBUSD,Stock (US),Financial Services,KPCPF
TMAN,Stock (TH),Healthcare,TMAN
BAY - S/A,Stock (TH),Financial Services,BAY
TAN,Stock (TH),Consumer Cyclical,TAN
TEGH,Stock (TH),Basic Materials,TEGH
TISCOB - C/A,Stock (TH),Financial Services,TISCO
UOBT - S/A,Stock (US),Financial Services,UOVEF
SAKBCNYT,Stock (US),Financial Services,KPCPF
SAKBHKDT,Stock (US),Financial Services,KPCPF
SABBLT,Stock (TH),Financial Services,BBL
FIFUSDT,Stock (US),Financial Services,KPCPF
BANK DEP FCD-USD-CONBON,Stock (US),Financial Services,KPCPF
AU,Stock (TH),Consumer Cyclical,AU
ASK,Stock (TH),Financial Services,ASK
MTRE,Stock (TH),Real Estate,PROUD
EKH,Stock (TH),Healthcare,EKH
KKP-W6,Stock (TH),Financial Services,KKP
UTP,Stock (TH),Basic Materials,UTP
SAKBEURT,Stock (US),Financial Services,KPCPF
MAGURO,Stock (TH),Consumer Cyclical,MAGURO
SAKBEUR,Stock (US),Financial Services,KPCPF
FIFJPYT,Stock (US),Financial Services,KPCUF
BANK DEP FCD-USD-ESGDVA,Stock (US),Financial Services,KPCPF
BANK DEP FCD-USD-ESGDIV,Stock (US),Financial Services,KPCPF
MERNEDU,Stock (US),Financial Services,BLK
BANK DEP FCD-USD-TNEWEN,Stock (US),Financial Services,KPCPF
FTNRACU,Stock (US),Financial Services,FT
BANK DEP FCD-USD-TGEQ,Stock (US),Financial Services,KPCPF
BANK DEP FCD-USD-TGB,Stock (US),Basic Materials,TGB
BANK DEP FCD-USD-GEQRMF,Stock (US),Financial Services,KPCPF
BANK DEP FCD-USD-TVALUE,Stock (US),Financial Services,KPCPF
FIFEURT,Stock (US),Financial Services,KPCPF
BANK DEP FCD-USD-INCOME,Stock (US),Financial Services,KPCPF
SASCBT,Stock (TH),Financial Services,SCB-R
SAKBJPYT,Stock (US),Financial Services,KPCPF
SASCBT,Stock (TH),Financial Services,SCB-R
NYT,Stock (TH),Industrials,NYT
SAKBJPY,Stock (US),Financial Services,KPCPF
BANK DEP FCD-USD-ESLOVE,Stock (US),Financial Services,KPCPF
VRANDA,Stock (TH),Real Estate,VRANDA
VRANDA,Stock (TH),Real Estate,VRANDA
VRANDA,Stock (TH),Real Estate,VRANDA
SAMART,Stock (TH),Technology,SAMART
SAKBSGDT,Stock (US),Financial Services,KPCPF
SAKBHKD,Stock (US),Financial Services,KPCPF
SAKBSGD,Stock (US),Financial Services,KPCPF
BANK DEP FCD-USD-TPMIUM,Stock (US),Financial Services,KPCPF
FORTH,Stock (TH),Industrials,FORTH
FSMART,Stock (TH),Communication Services,FSMART
SEAFCO,Stock (TH),Industrials,SEAFCO
NETBAY,Stock (TH),Technology,NETBAY
PYLON,Stock (TH),Industrials,PYLON
NETBAY,Stock (TH),Technology,NETBAY
PYLON,Stock (TH),Industrials,PYLON
BANK DEP FCD-USD,Stock (US),Financial Services,KPCPF
SARSBT,Stock (US),Financial Services,UOVEF
BANK DEP FCD-USD-USTECH,Stock (US),Financial Services,KPCPF
CLBAY,Stock (TH),Financial Services,BAY
CLBAY,Stock (TH),Financial Services,BAY
CLBAY,Stock (TH),Financial Services,BAY
ALUCON,Stock (TH),Basic Materials,ALUCON
FM,Stock (TH),Consumer Defensive,FM
FM,Stock (TH),Consumer Defensive,FM
FM,Stock (TH),Consumer Defensive,FM
BLC,Stock (TH),Consumer Defensive,BLC
EURO,Stock (TH),Consumer Cyclical,EURO
EEMSUS,Stock (US),Consumer Cyclical,EM
NKT,Stock (TH),Healthcare,NKT
NKT,Stock (TH),Healthcare,NKT
NKT,Stock (TH),Healthcare,NKT
XLEF,Stock (US),Energy,XLEFF
DBSF,Stock (US),Financial Services,DBSDF
BBCAF,Stock (US),Financial Services,PBCRY
OCBCF,Stock (US),Financial Services,OVCHY
IHHMK,Stock (US),Consumer Defensive,IH
SGXSP,Stock (US),Financial Services,SPXCY
UOBF,Stock (US),Financial Services,UOVEF
STEF,Stock (US),Industrials,SGGKF
WELLUS,Stock (US),Real Estate,WELL
WELLUS,Stock (US),Real Estate,WELL
CURKBK,Stock (US),Financial Services,KPCUF
CURKBK,Stock (US),Financial Services,KPCUF
SAVTTB,Stock (TH),Financial Services,TTB
SAVTTB,Stock (TH),Financial Services,TTB
SAVTTB1,Stock (TH),Financial Services,TTB
SAVTTB1,Stock (TH),Financial Services,TTB
SAVBBL2,Stock (TH),Financial Services,BBL
SAVBBL2,Stock (TH),Financial Services,BBL
SAVBBL2,Stock (TH),Financial Services,BBL
K-CBOND,Stock (TH),Industrials,K
K-FIXED,Stock (TH),Industrials,K
K-SFPLUS,Stock (TH),Industrials,K
K-FIXED,Stock (TH),Industrials,K
SAVSCB5,Stock (TH),Financial Services,SCB
SAVSCB5,Stock (TH),Financial Services,SCB
SAVSCB5,Stock (TH),Financial Services,SCB
K-AHY,Stock (TH),Industrials,K
FCDBONYUS,Stock (US),Financial Services,BK
K-CHINA,Stock (TH),Industrials,K
K-FIXEDPLUS,Stock (TH),Industrials,K
K-GHEALTH,Stock (TH),Industrials,K
K-GDBOND,Stock (TH),Industrials,K
K-GINFRA,Stock (TH),Industrials,K
K-INDIA,Stock (TH),Industrials,K
K-GSELECT,Stock (TH),Industrials,K
CIMBT,Stock (TH),Financial Services,CIMBT
ERAWAN,Stock (TH),Consumer Cyclical,ERW
FCDJPMGBUSD,Stock (US),Financial Services,JPM
SAVKBANK2.I,Stock (US),Financial Services,KPCUF
SAVKTB.I,Stock (TH),Financial Services,KTB
SAVSCB4,Stock (TH),Financial Services,SCB
FCDJPMHKD,Stock (US),Financial Services,JPM
FCDBONYCF,Stock (US),Financial Services,BK
FCDBONYXEU,Stock (US),Financial Services,BK
BAFS,Stock (TH),Industrials,BAFS
SAVSCB,Stock (TH),Financial Services,SCB
EASTW,Stock (TH),Utilities,EASTW
BBGI,Stock (TH),Utilities,BBGI
SPCG,Stock (TH),Utilities,SPCG
SUPER,Stock (TH),Utilities,SUPER
K-SF,Stock (US),Financial Services,SF
FCDKEUSMXE,Stock (US),Financial Services,BK
K-ASIAX,Stock (TH),Industrials,K
FCDBOFAUSD,Stock (US),Financial Services,BAC
K-EUX,Stock (TH),Industrials,K
K-GOLD,Stock (TH),Industrials,K
K-JPX,Stock (TH),Industrials,K
K-GPROP,Stock (TH),Industrials,K
K-USXNDQ,Stock (TH),Industrials,K
K-WORLDX,Stock (TH),Industrials,K
K-EQUITY,Stock (TH),Industrials,K
K-WORLDX,Stock (TH),Industrials,K
SAVKBANK1.I,Stock (US),Financial Services,KPCUF
FCDJPMUSD,Stock (US),Financial Services,JPM
FCDJPMXEU,Stock (US),Financial Services,JPM
FCDSCBTCN,Stock (US),Financial Services,SCBFF
FCDSCBTCN,Stock (US),Financial Services,SCBFF
SAVBBL,Stock (TH),Financial Services,BBL
SAVBBL,Stock (TH),Financial Services,BBL
SAVBBL,Stock (TH),Financial Services,BBL
FCDCITIJPY,Stock (US),Financial Services,C
FCDJPMGBXEU,Stock (US),Financial Services,JPM
FCDJPMGBXEU,Stock (US),Financial Services,JPM
FCDJPMGBXEU,Stock (US),Financial Services,JPM
ILINK,Stock (TH),Technology,ILINK
INSET,Stock (TH),Technology,INSET
MFEC,Stock (TH),Technology,MFEC
ITEL,Stock (TH),Communication Services,ITEL
SAMTEL,Stock (TH),Communication Services,SAMTEL
SAFE,Stock (TH),Healthcare,SAFE
SAFE,Stock (TH),Healthcare,SAFE
SAVKBK.I,Stock (US),Financial Services,KPCUF
FCDJPMGBHKD,Stock (US),Financial Services,JPM
FCDJPMGBCNY,Stock (US),Financial Services,JPM
FCDJPMGBCNY,Stock (US),Financial Services,JPM
FLT SP,Stock (US),Technology,FLT
FLT SP,Stock (US),Technology,FLT
FCDJPMAUD,Stock (US),Financial Services,JPM
FCDJPMGBAUD,Stock (US),Financial Services,JPM
FCDJPMGBSGD,Stock (US),Financial Services,JPM
SAVKBANK.I,Stock (US),Financial Services,KPCUF
FCDSCBKRW,Stock (US),Financial Services,SCBFF
SAVKBANK.I,Stock (US),Financial Services,KPCUF
FCDSCBKRW,Stock (US),Financial Services,SCBFF
ACB VN,Stock (US),Healthcare,ACB
K-VIETNAM,Stock (TH),Industrials,K
K-VIETNAM,Stock (TH),Industrials,K
KF-ACHINA-BBL-SAV,Stock (TH),Financial Services,BBL
FCDBONYHK,Stock (US),Financial Services,BK
FCDBONYHK,Stock (US),Financial Services,BK
KF-ACHINA-TISCO-SA,Stock (TH),Financial Services,TISCO
KF-ACHINA-BBL-USD,Stock (TH),Financial Services,BBL
UBCAPA2,Stock (US),Financial Services,ASST
UBCAPA2,Stock (US),Financial Services,ASST
KF-ACHINA-UOBT-SAV,Stock (US),Financial Services,UOVEF
KF-ACHINARMF-BBL-S,Stock (TH),Financial Services,BBL
KF-ACHINARMF-BBL-U,Stock (TH),Financial Services,BBL
KF-ACHINA-UOBT-SAV,Stock (US),Financial Services,UOVEF
KF-ACHINASSF-BBL-S,Stock (TH),Financial Services,BBL
KF-ACHINASSF-BBL-U,Stock (TH),Financial Services,BBL
KF-ACHINARMF-UOB-S,Stock (US),Financial Services,UOVEF
KF-AINCOME-BBL-SAV,Stock (TH),Financial Services,BBL
KF-AINCOME-TISCOB-,Stock (TH),Financial Services,TISCO
KF-AINCOME-UOBT-SA,Stock (US),Financial Services,UOVEF
KF-AINCOME-TISCOB-,Stock (TH),Financial Services,TISCO
KF-BIC-BBL-SAV,Stock (TH),Financial Services,BBL
KF-AINCOME-UOBT-SA,Stock (US),Financial Services,UOVEF
KF-CINCOME-SCBT-SA,Stock (US),Financial Services,SCBFF
KF-CINCOME-UOB-SAV,Stock (US),Financial Services,UOVEF
KF-CINCOME-UOB-SAV,Stock (US),Financial Services,UOVEF
KF-CINCOME-SCBT-SA,Stock (US),Financial Services,SCBFF
KF-CSINCOME-SCBT-S,Stock (US),Financial Services,SCBFF
WORK,Stock (TH),Communication Services,WORK
KF-CSINCOME-UOBT-S,Stock (US),Financial Services,UOVEF
KF-EM-SCBT-SAV,Stock (US),Consumer Cyclical,EM
KF-EMXCN-SCBT-SAV,Stock (US),Financial Services,SCBFF
KF-EUROPE-SCBT-EUR,Stock (US),Financial Services,SCBFF
KF-EUROPE-SCBT-SAV,Stock (US),Financial Services,SCBFF
KF-EUROPE-UOBT-SAV,Stock (US),Financial Services,UOVEF
KF-GCHINAD-BBL-SAV,Stock (TH),Financial Services,BBL
KF-EMXCN-INDXRMF-S,Stock (US),Financial Services,SCBFF
KF-GCHINAD-BBL-USD,Stock (TH),Financial Services,BBL
KF-GCHINARMF-BBL-S,Stock (TH),Financial Services,BBL
KF-GCHINAD-UOBT-SA,Stock (US),Financial Services,UOVEF
KF-GCHINARMF-UOBT,Stock (US),Financial Services,UOVEF
KF-GOLD-TISCOB-SAV,Stock (US),Financial Services,GOLD
KF-GOLD-SCBT-SAV,Stock (US),Financial Services,SCBFF
KF-GOLD-UOBT-SAV,Stock (US),Financial Services,UOVEF
KF-HEUROPE-SCBT-EU,Stock (US),Financial Services,SCBFF
KF-HEUROPE-TISCO-S,Stock (TH),Financial Services,TISCO
KF-HEUROPE-SCBT-SA,Stock (US),Financial Services,SCBFF
KF-HEUROPE-UOBT-SA,Stock (US),Financial Services,UOVEF
KF-HEUROPE-UOBT-SA,Stock (US),Financial Services,UOVEF
KF-HEUROPE-SCBT-SA,Stock (US),Financial Services,SCBFF
KF-HJAPAND-TISCO-S,Stock (TH),Financial Services,TISCO
KF-HJAPAND-SCBT-SA,Stock (US),Financial Services,SCBFF
KF-HJAPAND-UOBT-SA,Stock (US),Financial Services,UOVEF
KF-HGOLD-TISCO-SAV,Stock (TH),Financial Services,TISCO
KF-HGOLD-SCBT-SAV,Stock (US),Financial Services,SCBFF
KF-HGOLD-UOBT-SAV,Stock (US),Financial Services,UOVEF
KF-HSMUS-SCBT-SAV,Stock (US),Financial Services,SCBFF
KF-HSMUS-SCBT-USD,Stock (US),Financial Services,SCBFF
KF-HSHAR-TISCOB-SA,Stock (TH),Financial Services,TISCO
KF-HSHARE-SCBT-SAV,Stock (US),Financial Services,SCBFF
KF-HSHARE-UOBT-SAV,Stock (US),Financial Services,UOVEF
KF-JPSCAPD-SCBT-JP,Stock (US),Financial Services,SCBFF
KF-JPSCAPD-SCBT-SA,Stock (US),Financial Services,SCBFF
KF-INCOME-TISCO-SA,Stock (TH),Financial Services,TISCO
KF-JPSCAPD-UOBT-SA,Stock (US),Financial Services,UOVEF
KF-INCOME-SCBT-SAV,Stock (US),Financial Services,SCBFF
KF-INCOME-UOBT-SAV,Stock (US),Financial Services,UOVEF
KF-MINCOME-SCBT-SA,Stock (US),Financial Services,SCBFF
KF-MINCOME-TISCOB-,Stock (TH),Financial Services,TISCO
KF-MINCOME-UOBT-SA,Stock (US),Financial Services,UOVEF
KF-MINCOME-UOBT-SA,Stock (US),Financial Services,UOVEF
OIN,Stock (US),Consumer Cyclical,OI
KF-MINCOME-TISCOB-,Stock (TH),Financial Services,TISCO
KF-ORTFLEX-BBL-SAV,Stock (TH),Financial Services,BBL
DBO,Stock (US),Financial Services,DBOEY
KF-ORTFLEX-UOBT-SA,Stock (US),Financial Services,UOVEF
KF-OIL-SCBT-SAV,Stock (US),Financial Services,SCBFF
KF-OIL-TISCOB-SAV,Stock (TH),Financial Services,TISCO
KF-OIL-UOB-SAV,Stock (US),Financial Services,UOVEF
KF-SINCOME-FX-SCBT,Stock (US),Financial Services,SCBFF
KF-SINC-FX-UOBT-SA,Stock (US),Financial Services,UOVEF
KF-SINCOME-TISCO-S,Stock (TH),Financial Services,TISCO
KF-SINCOME-UOBT-SA,Stock (US),Financial Services,UOVEF
KF-SINCOME-SCBT-SA,Stock (US),Financial Services,SCBFF
KF-SINC-FXRMF-SC-S,Stock (US),Financial Services,SCBFF
KFSINCORMF-TISCO-S,Stock (TH),Financial Services,TISCO
KF-SINCOMRMF-BBL-S,Stock (TH),Financial Services,BBL
KF-SINCORMF-UOBT-S,Stock (US),Financial Services,UOVEF
KF-SINCM-USD-KKP-T,Stock (TH),Financial Services,KKP
KF-SINCM-USD-KKP-U,Stock (TH),Financial Services,KKP
KF-US-PLUS-SCBT-SA,Stock (US),Financial Services,SCBFF
KF-SMCAPD-SCBT-SAV,Stock (US),Financial Services,SCBFF
KF-US-PLUS-SCBT-SA,Stock (US),Financial Services,SCBFF
KF-W-INDX-BBL-SAV,Stock (TH),Financial Services,BBL
KF-W-INDX-BBL-USD,Stock (TH),Financial Services,BBL
KF-W-INDXRMF-SC-SA,Stock (US),Financial Services,SCBFF
KF-W-INDX-BBL-USD,Stock (TH),Financial Services,BBL
KF1MAX-BBL-SAV,Stock (TH),Financial Services,BBL
KF1MAX-BBL-SAV,Stock (TH),Financial Services,BBL
K-CHANGE,Stock (TH),Industrials,K
K-CHANGE,Stock (TH),Industrials,K
KF1MAXRMF-BBL-SAV,Stock (TH),Financial Services,BBL
KF1MEAN-BBL-SAV,Stock (TH),Financial Services,BBL
KF1MAXSSF-BBL-SAV,Stock (TH),Financial Services,BBL
KF1MEAN-BBL-SAV,Stock (TH),Financial Services,BBL
KF1MILD-BBL-SAV,Stock (TH),Financial Services,BBL
KF1MEANRMF-BBL-SAV,Stock (TH),Financial Services,BBL
KF1MEANSSF-BBL-SAV,Stock (TH),Financial Services,BBL
KF1MILDSSF-BBL-SAV,Stock (TH),Financial Services,BBL
KF1MILDRMF-BBL-SAV,Stock (TH),Financial Services,BBL
BEYOND,Stock (TH),Consumer Cyclical,BEYOND
TFG-W4,Stock (TH),Consumer Defensive,TFG
KFAEQ-THA-SCBT-EQ1,Stock (US),Financial Services,SCBFF
KFAEQ-THA-UOBT-EQ1,Stock (US),Financial Services,UOVEF
KFAEQ-THA-SCBT-EQ1,Stock (US),Financial Services,SCBFF
KFAEQ-THA-UOBT-EQ1,Stock (US),Financial Services,UOVEF
KFAFIX-SCB-FI,Stock (TH),Financial Services,SCB
KFAFIX-TISCO-SAV,Stock (TH),Financial Services,TISCO
KFAFIX-TISCO-SAV,Stock (TH),Financial Services,TISCO
KFAFIX-UOBT-SAV,Stock (US),Financial Services,UOVEF
KFAFIXRMF-TISCO-SA,Stock (TH),Financial Services,TISCO
KFAFIX-UOBT-SAV,Stock (US),Financial Services,UOVEF
KFAFIX-UOBT-SAV,Stock (US),Financial Services,UOVEF
KFCLIMA-UOBT-SAV,Stock (US),Financial Services,UOVEF
KFAHYBON-UOBT-SAV,Stock (US),Financial Services,UOVEF
KFAFIXRMF-UOBT-SAV,Stock (US),Financial Services,UOVEF
KFCMEGA-TISCO-SAV,Stock (TH),Financial Services,TISCO
KFCMEGA-TISCO-SAV,Stock (TH),Financial Services,TISCO
KFCMEGA-UOBT-SAV,Stock (US),Financial Services,UOVEF
KFCORE-TISCOB-SAV,Stock (TH),Financial Services,TISCO
KFCMEGA-UOBT-SAV,Stock (US),Financial Services,UOVEF
KFCORE-UOBT-SAV,Stock (US),Financial Services,UOVEF
KFCYBER-BBL-SAV,Stock (TH),Financial Services,BBL
KFCYBER-BBL-SAV,Stock (TH),Financial Services,BBL
KFCYBER-UOBT-SA,Stock (US),Financial Services,UOVEF
KFDIVERSE-BBL-SAV,Stock (TH),Financial Services,BBL
KFCYBER-UOBT-SA,Stock (US),Financial Services,UOVEF
KFDIVERSE-UOBT-SAV,Stock (US),Financial Services,UOVEF
KFDIVERSE-UOBT-SAV,Stock (US),Financial Services,UOVEF
KFDIVSSF-TISCO_EQ1,Stock (TH),Financial Services,TISCO
KFDIVSSF-TISCO_EQ2,Stock (TH),Financial Services,TISCO
KFDIVSSF-UOBT_EQ1,Stock (US),Financial Services,UOVEF
KFDIVRMF-TISCO_EQ1,Stock (TH),Financial Services,TISCO
KFDIVSSF-UOBT_EQ2,Stock (US),Financial Services,UOVEF
KFDIVRMF-TISCO_EQ2,Stock (TH),Financial Services,TISCO
KFDIVRMF-UOBT_EQ1,Stock (US),Financial Services,UOVEF
KFDIVRMF-UOBT_EQ2,Stock (US),Financial Services,UOVEF
KFDNM-D-SCB-SAV,Stock (TH),Financial Services,SCB
KFDNM-D-UOBT-SAV,Stock (US),Utilities,D
KFDYNAMIC-TISCO-SA,Stock (TH),Financial Services,TISCO
KFDNM-D-TISCOB-SAV,Stock (TH),Financial Services,TISCO
KFLTFDNM-TISCO-SAV,Stock (TH),Financial Services,TISCO
KFDYNAMIC-UOBR-SAV,Stock (US),Financial Services,UOVEF
KFLTFDNM-UOBT-SAV,Stock (US),Financial Services,UOVEF
KFDNMRMF-TISCO-SAV,Stock (TH),Financial Services,TISCO
KFENFIX-SCB-FI,Stock (TH),Financial Services,SCB
KFENFIX-TISCO-SAV,Stock (TH),Financial Services,TISCO
KFDNMRMF-UOBT-SAV,Stock (US),Financial Services,UOVEF
KFEQRMF-TISCO-SAV,Stock (TH),Financial Services,TISCO
KFENFIX-UOBT-SAV,Stock (US),Financial Services,UOVEF
KFEQRMF-UOBT-SAV,Stock (US),Financial Services,UOVEF
KFESG-UOBT-SAV,Stock (US),Financial Services,UOVEF
KFESG-UOBT-SAV,Stock (US),Financial Services,UOVEF
KFEURORMF-SCBT-EUR,Stock (US),Financial Services,SCBFF
KFEURORMF-SCBT-SAV,Stock (US),Financial Services,SCBFF
KFLTFAST-D-SCB-SAV,Stock (TH),Financial Services,SCB
KFLTFAST-D-TISCO-S,Stock (TH),Financial Services,TISCO
KFFIN-D-SCB-SAV,Stock (TH),Financial Services,SCB
KFFIN-D-TISCO-SAV,Stock (TH),Financial Services,TISCO
KFLTFAST-D-UOBT-SA,Stock (US),Financial Services,UOVEF
KFFIN-D-UOBT-SAV,Stock (US),Utilities,D
KFFLEX-TISCO-SAV,Stock (TH),Financial Services,TISCO
KFLTFAST-D-UOBT-SA,Stock (US),Financial Services,UOVEF
KFFLEX-D-SCB-EQ,Stock (TH),Financial Services,SCB
KFFLEX-D-TISCO-EQ,Stock (TH),Financial Services,TISCO
KFFLEX-UOBT-SAV,Stock (US),Financial Services,UOVEF
KFFLEX-D-UOBT-EQ,Stock (US),Financial Services,UOVEF
KFFLEX2RM-TISCO-EQ,Stock (TH),Financial Services,TISCO
KFFLEX2RMF-UOBT_EQ,Stock (US),Financial Services,UOVEF
KFFVPE-UI-BBL-SAV,Stock (TH),Financial Services,BBL
KFFUTUREG-UOBT-SAV,Stock (US),Financial Services,UOVEF
KFGBRAND-TISCO-SA,Stock (TH),Financial Services,TISCO
KFGBRAND-SCBT-SAV,Stock (US),Financial Services,SCBFF
KFGBRAND-UOBT-SAV,Stock (US),Financial Services,UOVEF
KFGBRAND-SCBT-SAV,Stock (US),Financial Services,SCBFF
KFGBRAND-UOBT-SAV,Stock (US),Financial Services,UOVEF
KFGBRANSSF-UOBT-SA,Stock (US),Financial Services,UOVEF
KFGBRANSSF-SCBT-SA,Stock (US),Financial Services,SCBFF
KFGBRANRMF-SCBT-SA,Stock (US),Financial Services,SCBFF
KFGBTHAIESG-BBL-SA,Stock (TH),Financial Services,BBL
KFGBRANRMF-UOBT-SA,Stock (US),Financial Services,UOVEF
KFGDA-SCBT-SAV,Stock (US),Financial Services,SCBFF
KFGDIV-UOBT-SAV,Stock (US),Financial Services,UOVEF
KFGDB-SCBT-SAV,Stock (US),Financial Services,SCBFF
KFGDIV-UOBT-SAV,Stock (US),Financial Services,UOVEF
KFGG-SCBT-SAV,Stock (US),Financial Services,SCBFF
KFGG-UOBT-SAV,Stock (US),Financial Services,UOVEF
KFGG-SCBT-SAV,Stock (US),Financial Services,SCBFF
KFGG-UOBT-SAV,Stock (US),Financial Services,UOVEF
KFGGRMF-SCBT-SAV,Stock (US),Financial Services,SCBFF
KFGGRMF-UOBT-SAV,Stock (US),Financial Services,UOVEF
KFGGSSF-SCBT-SAV,Stock (US),Financial Services,SCBFF
KFGGSSF-UOBT-SAV,Stock (US),Financial Services,UOVEF
KFGLOBALRMF-SC-SAV,Stock (US),Financial Services,SCBFF
KFGLOBAL-UOBT-SAV,Stock (US),Financial Services,UOVEF
KFGLOBAL-UOBT-SAV,Stock (US),Financial Services,UOVEF
KFGLOBFX-SCBT-SAV,Stock (US),Financial Services,SCBFF
KFGLOBFX-SCBT-SAV,Stock (US),Financial Services,SCBFF
KFGLOBFXRMF-SC-SAV,Stock (US),Financial Services,SCBFF
